"cohort","subtype","bootstrap","model","metric","value"
"Temporal validation cohort","IDHmut-intact",66,"Clinicoradiologic","iauc",0.65120450130873
"Temporal validation cohort","IDHmut-intact",67,"Clinicoradiologic","iauc",0.5897545255701946
"Temporal validation cohort","IDHmut-intact",68,"Clinicoradiologic","iauc",0.5788724389791331
"Temporal validation cohort","IDHmut-intact",69,"Clinicoradiologic","iauc",0.6387505406032992
"Temporal validation cohort","IDHmut-intact",70,"Clinicoradiologic","iauc",0.6704104974512611
"Temporal validation cohort","IDHmut-intact",71,"Clinicoradiologic","iauc",0.6352039851661044
"Temporal validation cohort","IDHmut-intact",72,"Clinicoradiologic","iauc",0.6385476385844824
"Temporal validation cohort","IDHmut-intact",73,"Clinicoradiologic","iauc",0.597862717196048
"Temporal validation cohort","IDHmut-intact",74,"Clinicoradiologic","iauc",0.6129215460125318
"Temporal validation cohort","IDHmut-intact",75,"Clinicoradiologic","iauc",0.67328248913615385
"Temporal validation cohort","IDHmut-intact",76,"Clinicoradiologic","iauc",0.6312309168818994
"Temporal validation cohort","IDHmut-intact",77,"Clinicoradiologic","iauc",0.6611762919620413
"Temporal validation cohort","IDHmut-intact",78,"Clinicoradiologic","iauc",0.5901874047883185
"Temporal validation cohort","IDHmut-intact",79,"Clinicoradiologic","iauc",0.669681129457061
"Temporal validation cohort","IDHmut-intact",80,"Clinicoradiologic","iauc",0.7016994418790411
"Temporal validation cohort","IDHmut-intact",81,"Clinicoradiologic","iauc",0.6788320028398168
"Temporal validation cohort","IDHmut-intact",82,"Clinicoradiologic","iauc",0.6982261401458102
"Temporal validation cohort","IDHmut-intact",83,"Clinicoradiologic","iauc",0.6269685937967991
"Temporal validation cohort","IDHmut-intact",84,"Clinicoradiologic","iauc",0.745828912545177
"Temporal validation cohort","IDHmut-intact",85,"Clinicoradiologic","iauc",0.6926293038163245
"Temporal validation cohort","IDHmut-intact",86,"Clinicoradiologic","iauc",0.7336917816215519
"Temporal validation cohort","IDHmut-intact",87,"Clinicoradiologic","iauc",0.6974889177818421
"Temporal validation cohort","IDHmut-intact",88,"Clinicoradiologic","iauc",0.6554295878148049
"Temporal validation cohort","IDHmut-intact",89,"Clinicoradiologic","iauc",0.725448350349857
"Temporal validation cohort","IDHmut-intact",90,"Clinicoradiologic","iauc",0.6707076760265165
"Temporal validation cohort","IDHmut-intact",91,"Clinicoradiologic","iauc",0.6744035037082916
"Temporal validation cohort","IDHmut-intact",92,"Clinicoradiologic","iauc",0.6197862466975425
"Temporal validation cohort","IDHmut-intact",93,"Clinicoradiologic","iauc",0.5876514161714746
"Temporal validation cohort","IDHmut-intact",94,"Clinicoradiologic","iauc",0.7069640368742597
"Temporal validation cohort","IDHmut-intact",95,"Clinicoradiologic","iauc",0.5963863849815766
"Temporal validation cohort","IDHmut-intact",96,"Clinicoradiologic","iauc",0.6467598059089877
"Temporal validation cohort","IDHmut-intact",97,"Clinicoradiologic","iauc",0.6317985043516183
"Temporal validation cohort","IDHmut-intact",98,"Clinicoradiologic","iauc",0.7550719489811598
"Temporal validation cohort","IDHmut-intact",99,"Clinicoradiologic","iauc",0.707644650284179
"Temporal validation cohort","IDHmut-intact",100,"Clinicoradiologic","iauc",0.5518275083357127
"Temporal validation cohort","IDHmut-intact",1,"3D-ViT","iauc",0.6737339689160363
"Temporal validation cohort","IDHmut-intact",2,"3D-ViT","iauc",0.7320506423226747
"Temporal validation cohort","IDHmut-intact",3,"3D-ViT","iauc",0.6676112107800645
"Temporal validation cohort","IDHmut-intact",4,"3D-ViT","iauc",0.6707440581209839
"Temporal validation cohort","IDHmut-intact",5,"3D-ViT","iauc",0.6889497653130197
"Temporal validation cohort","IDHmut-intact",6,"3D-ViT","iauc",0.7115794642178463
"Temporal validation cohort","IDHmut-intact",7,"3D-ViT","iauc",0.7806298483389985
"Temporal validation cohort","IDHmut-intact",8,"3D-ViT","iauc",0.7664271379558328
"Temporal validation cohort","IDHmut-intact",9,"3D-ViT","iauc",0.7267389658344776
"Temporal validation cohort","IDHmut-intact",10,"3D-ViT","iauc",0.8320333449983871
"Temporal validation cohort","IDHmut-intact",11,"3D-ViT","iauc",0.7615928067575386
"Temporal validation cohort","IDHmut-intact",12,"3D-ViT","iauc",0.6455958998579845
"Temporal validation cohort","IDHmut-intact",13,"3D-ViT","iauc",0.6985651788181187
"Temporal validation cohort","IDHmut-intact",14,"3D-ViT","iauc",0.6755223068341984
"Temporal validation cohort","IDHmut-intact",15,"3D-ViT","iauc",0.781200695378921
"Temporal validation cohort","IDHmut-intact",16,"3D-ViT","iauc",0.6673925134631989
"Temporal validation cohort","IDHmut-intact",17,"3D-ViT","iauc",0.8235304990602331
"Temporal validation cohort","IDHmut-intact",18,"3D-ViT","iauc",0.6464703034960533
"Temporal validation cohort","IDHmut-intact",19,"3D-ViT","iauc",0.6900045938069405
"Temporal validation cohort","IDHmut-intact",20,"3D-ViT","iauc",0.7156027321817474
"Temporal validation cohort","IDHmut-intact",21,"3D-ViT","iauc",0.845951989235226
"Temporal validation cohort","IDHmut-intact",22,"3D-ViT","iauc",0.7574321842293904
"Temporal validation cohort","IDHmut-intact",23,"3D-ViT","iauc",0.7769299492727637
"Temporal validation cohort","IDHmut-intact",24,"3D-ViT","iauc",0.6787902491205031
"Temporal validation cohort","IDHmut-intact",25,"3D-ViT","iauc",0.672558863226363
"Temporal validation cohort","IDHmut-intact",26,"3D-ViT","iauc",0.7201009924350984
"Temporal validation cohort","IDHmut-intact",27,"3D-ViT","iauc",0.6954619014458187
"Temporal validation cohort","IDHmut-intact",28,"3D-ViT","iauc",0.770133359453863
"Temporal validation cohort","IDHmut-intact",29,"3D-ViT","iauc",0.6689464938619084
"Temporal validation cohort","IDHmut-intact",30,"3D-ViT","iauc",0.7376365951710968
"Temporal validation cohort","IDHmut-intact",31,"3D-ViT","iauc",0.6374328637564838
"Temporal validation cohort","IDHmut-intact",32,"3D-ViT","iauc",0.7971873300651091
"Temporal validation cohort","IDHmut-intact",33,"3D-ViT","iauc",0.7432385258609165
"Temporal validation cohort","IDHmut-intact",34,"3D-ViT","iauc",0.737399075808813
"Temporal validation cohort","IDHmut-intact",35,"3D-ViT","iauc",0.6372089958507361
"Temporal validation cohort","IDHmut-intact",36,"3D-ViT","iauc",0.6141884749687665
"Temporal validation cohort","IDHmut-intact",37,"3D-ViT","iauc",0.742726536949844
"Temporal validation cohort","IDHmut-intact",38,"3D-ViT","iauc",0.6953689709203327
"Temporal validation cohort","IDHmut-intact",39,"3D-ViT","iauc",0.72500575433817
"Temporal validation cohort","IDHmut-intact",40,"3D-ViT","iauc",0.7808697226567206
"Temporal validation cohort","IDHmut-intact",41,"3D-ViT","iauc",0.7507075321199104
"Temporal validation cohort","IDHmut-intact",42,"3D-ViT","iauc",0.6585590514803557
"Temporal validation cohort","IDHmut-intact",43,"3D-ViT","iauc",0.7568423139447853
"Temporal validation cohort","IDHmut-intact",44,"3D-ViT","iauc",0.7193765663610368
"Temporal validation cohort","IDHmut-intact",45,"3D-ViT","iauc",0.7326294292380179
"Temporal validation cohort","IDHmut-intact",46,"3D-ViT","iauc",0.7130756292034488
"Temporal validation cohort","IDHmut-intact",47,"3D-ViT","iauc",0.7390835261631646
"Temporal validation cohort","IDHmut-intact",48,"3D-ViT","iauc",0.665608606413313
"Temporal validation cohort","IDHmut-intact",49,"3D-ViT","iauc",0.7702058225028575
"Temporal validation cohort","IDHmut-intact",50,"3D-ViT","iauc",0.7646937238914115
"Temporal validation cohort","IDHmut-intact",51,"3D-ViT","iauc",0.6901901074477462
"Temporal validation cohort","IDHmut-intact",52,"3D-ViT","iauc",0.5976559776755397
"Temporal validation cohort","IDHmut-intact",53,"3D-ViT","iauc",0.6911576112031863
"Temporal validation cohort","IDHmut-intact",54,"3D-ViT","iauc",0.7739349261841834
"Temporal validation cohort","IDHmut-intact",55,"3D-ViT","iauc",0.8737453795205151
"Temporal validation cohort","IDHmut-intact",56,"3D-ViT","iauc",0.6525469624334267
"Temporal validation cohort","IDHmut-intact",57,"3D-ViT","iauc",0.8074218900835138
"Temporal validation cohort","IDHmut-intact",58,"3D-ViT","iauc",0.8181644310611808
"Temporal validation cohort","IDHmut-intact",59,"3D-ViT","iauc",0.746272920132281
"Temporal validation cohort","IDHmut-intact",60,"3D-ViT","iauc",0.7607612189974465
"Temporal validation cohort","IDHmut-intact",61,"3D-ViT","iauc",0.6237562370685582
"Temporal validation cohort","IDHmut-intact",62,"3D-ViT","iauc",0.7330898154977852
"Temporal validation cohort","IDHmut-intact",63,"3D-ViT","iauc",0.686368408452461
"Temporal validation cohort","IDHmut-intact",64,"3D-ViT","iauc",0.7972770642988268
"Temporal validation cohort","IDHmut-intact",65,"3D-ViT","iauc",0.7781962664272325
"Temporal validation cohort","IDHmut-intact",66,"3D-ViT","iauc",0.7502807677126234
"Temporal validation cohort","IDHmut-intact",67,"3D-ViT","iauc",0.5873717639567955
"Temporal validation cohort","IDHmut-intact",68,"3D-ViT","iauc",0.6993319702634687
"Temporal validation cohort","IDHmut-intact",69,"3D-ViT","iauc",0.6784724989485282
"Temporal validation cohort","IDHmut-intact",70,"3D-ViT","iauc",0.7102719103879086
"Temporal validation cohort","IDHmut-intact",71,"3D-ViT","iauc",0.7173497094051547
"Temporal validation cohort","IDHmut-intact",72,"3D-ViT","iauc",0.8664469557805573
"Temporal validation cohort","IDHmut-intact",73,"3D-ViT","iauc",0.7504636363287172
"Temporal validation cohort","IDHmut-intact",74,"3D-ViT","iauc",0.807437823604056
"Temporal validation cohort","IDHmut-intact",75,"3D-ViT","iauc",0.7627593336678394
"Temporal validation cohort","IDHmut-intact",76,"3D-ViT","iauc",0.6782023058285971
"Temporal validation cohort","IDHmut-intact",77,"3D-ViT","iauc",0.7411320782336207
"Temporal validation cohort","IDHmut-intact",78,"3D-ViT","iauc",0.5831123963867951
"Temporal validation cohort","IDHmut-intact",79,"3D-ViT","iauc",0.7264850900037572
"Temporal validation cohort","IDHmut-intact",80,"3D-ViT","iauc",0.7132690436539474
"Temporal validation cohort","IDHmut-intact",81,"3D-ViT","iauc",0.7245723852790632
"Temporal validation cohort","IDHmut-intact",82,"3D-ViT","iauc",0.7994382857280034
"Temporal validation cohort","IDHmut-intact",83,"3D-ViT","iauc",0.7469659232102032
"Temporal validation cohort","IDHmut-intact",84,"3D-ViT","iauc",0.738920553334907
"Temporal validation cohort","IDHmut-intact",85,"3D-ViT","iauc",0.7767257239428049
"Temporal validation cohort","IDHmut-intact",86,"3D-ViT","iauc",0.7163460249127864
"Temporal validation cohort","IDHmut-intact",87,"3D-ViT","iauc",0.7252020056829146
"Temporal validation cohort","IDHmut-intact",88,"3D-ViT","iauc",0.7909153187336072
"Temporal validation cohort","IDHmut-intact",89,"3D-ViT","iauc",0.8125832401780594
"Temporal validation cohort","IDHmut-intact",90,"3D-ViT","iauc",0.8257617987799556
"Temporal validation cohort","IDHmut-intact",91,"3D-ViT","iauc",0.8181427308758215
"Temporal validation cohort","IDHmut-intact",92,"3D-ViT","iauc",0.6745052124955991
"Temporal validation cohort","IDHmut-intact",93,"3D-ViT","iauc",0.7319720334245008
"Temporal validation cohort","IDHmut-intact",94,"3D-ViT","iauc",0.6487614829178631
"Temporal validation cohort","IDHmut-intact",95,"3D-ViT","iauc",0.8029194852804331
"Temporal validation cohort","IDHmut-intact",96,"3D-ViT","iauc",0.6651326630466211
"Temporal validation cohort","IDHmut-intact",97,"3D-ViT","iauc",0.7498991659631822
"Temporal validation cohort","IDHmut-intact",98,"3D-ViT","iauc",0.7884271118430107
"Temporal validation cohort","IDHmut-intact",99,"3D-ViT","iauc",0.7292519253767846
"Temporal validation cohort","IDHmut-intact",100,"3D-ViT","iauc",0.6812890802987827
"Temporal validation cohort","IDHmut-intact",1,"CR-ViT","iauc",0.7314551040326578
"Temporal validation cohort","IDHmut-intact",2,"CR-ViT","iauc",0.7326061010579903
"Temporal validation cohort","IDHmut-intact",3,"CR-ViT","iauc",0.6934581040317301
"Temporal validation cohort","IDHmut-intact",4,"CR-ViT","iauc",0.8019626921687004
"Temporal validation cohort","IDHmut-intact",5,"CR-ViT","iauc",0.7464879263437271
"Temporal validation cohort","IDHmut-intact",6,"CR-ViT","iauc",0.7087388128225347
"Temporal validation cohort","IDHmut-intact",7,"CR-ViT","iauc",0.8039480761205461
"Temporal validation cohort","IDHmut-intact",8,"CR-ViT","iauc",0.7725903713932497
"Temporal validation cohort","IDHmut-intact",9,"CR-ViT","iauc",0.7521378351294703
"Temporal validation cohort","IDHmut-intact",10,"CR-ViT","iauc",0.9026856276686426
"Temporal validation cohort","IDHmut-intact",11,"CR-ViT","iauc",0.8024817860040514
"Temporal validation cohort","IDHmut-intact",12,"CR-ViT","iauc",0.7549992322382406
"Temporal validation cohort","IDHmut-intact",13,"CR-ViT","iauc",0.7137636293549944
"Temporal validation cohort","IDHmut-intact",14,"CR-ViT","iauc",0.6761429566832134
"Temporal validation cohort","IDHmut-intact",15,"CR-ViT","iauc",0.7777303447765315
"Temporal validation cohort","IDHmut-intact",16,"CR-ViT","iauc",0.6727132087979754
"Temporal validation cohort","IDHmut-intact",17,"CR-ViT","iauc",0.8099364301795001
"Temporal validation cohort","IDHmut-intact",18,"CR-ViT","iauc",0.6779583042144096
"Temporal validation cohort","IDHmut-intact",19,"CR-ViT","iauc",0.7203979870440226
"Temporal validation cohort","IDHmut-intact",20,"CR-ViT","iauc",0.7493451672896344
"Temporal validation cohort","IDHmut-intact",21,"CR-ViT","iauc",0.824348993364626
"Temporal validation cohort","IDHmut-intact",22,"CR-ViT","iauc",0.83010886564641
"Temporal validation cohort","IDHmut-intact",23,"CR-ViT","iauc",0.7870591783263272
"Temporal validation cohort","IDHmut-intact",24,"CR-ViT","iauc",0.6854940033851378
"Temporal validation cohort","IDHmut-intact",25,"CR-ViT","iauc",0.7042306271922866
"Temporal validation cohort","IDHmut-intact",26,"CR-ViT","iauc",0.7519082222976353
"Temporal validation cohort","IDHmut-intact",27,"CR-ViT","iauc",0.818909680829916
"Temporal validation cohort","IDHmut-intact",28,"CR-ViT","iauc",0.7767032805034065
"Temporal validation cohort","IDHmut-intact",29,"CR-ViT","iauc",0.7037323368325726
"Temporal validation cohort","IDHmut-intact",30,"CR-ViT","iauc",0.7058016864016304
"Temporal validation cohort","IDHmut-intact",31,"CR-ViT","iauc",0.6752808030480424
"Temporal validation cohort","IDHmut-intact",32,"CR-ViT","iauc",0.84341428901175
"Temporal validation cohort","IDHmut-intact",33,"CR-ViT","iauc",0.7727975520522672
"Temporal validation cohort","IDHmut-intact",34,"CR-ViT","iauc",0.7382978829891855
"Temporal validation cohort","IDHmut-intact",35,"CR-ViT","iauc",0.6839722662012865
"Temporal validation cohort","IDHmut-intact",36,"CR-ViT","iauc",0.6889110416777292
"Temporal validation cohort","IDHmut-intact",37,"CR-ViT","iauc",0.754928935483788
"Temporal validation cohort","IDHmut-intact",38,"CR-ViT","iauc",0.7199962640913035
"Temporal validation cohort","IDHmut-intact",39,"CR-ViT","iauc",0.7611055451995347
"Temporal validation cohort","IDHmut-intact",40,"CR-ViT","iauc",0.777121673109681
"Temporal validation cohort","IDHmut-intact",41,"CR-ViT","iauc",0.7336350843575847
"Temporal validation cohort","IDHmut-intact",42,"CR-ViT","iauc",0.7047322077526968
"Temporal validation cohort","IDHmut-intact",43,"CR-ViT","iauc",0.8315930459319734
"Temporal validation cohort","IDHmut-intact",44,"CR-ViT","iauc",0.7447763092140302
"Temporal validation cohort","IDHmut-intact",45,"CR-ViT","iauc",0.7695996295711731
"Temporal validation cohort","IDHmut-intact",46,"CR-ViT","iauc",0.7502143939297675
"Temporal validation cohort","IDHmut-intact",47,"CR-ViT","iauc",0.7732277804719853
"Temporal validation cohort","IDHmut-intact",48,"CR-ViT","iauc",0.7094689965622171
"Temporal validation cohort","IDHmut-intact",49,"CR-ViT","iauc",0.8128212011928843
"Temporal validation cohort","IDHmut-intact",50,"CR-ViT","iauc",0.7821253619568919
"Temporal validation cohort","IDHmut-intact",51,"CR-ViT","iauc",0.6672962429417154
"Temporal validation cohort","IDHmut-intact",52,"CR-ViT","iauc",0.6082472297871327
"Temporal validation cohort","IDHmut-intact",53,"CR-ViT","iauc",0.7332863031790322
"Temporal validation cohort","IDHmut-intact",54,"CR-ViT","iauc",0.8067023009537967
"Temporal validation cohort","IDHmut-intact",55,"CR-ViT","iauc",0.8577712032792277
"Temporal validation cohort","IDHmut-intact",56,"CR-ViT","iauc",0.6826165911936848
"Temporal validation cohort","IDHmut-intact",57,"CR-ViT","iauc",0.8073970361626938
"Temporal validation cohort","IDHmut-intact",58,"CR-ViT","iauc",0.7859179385795856
"Temporal validation cohort","IDHmut-intact",59,"CR-ViT","iauc",0.8203166802555183
"Temporal validation cohort","IDHmut-intact",60,"CR-ViT","iauc",0.7836444050835377
"Temporal validation cohort","IDHmut-intact",61,"CR-ViT","iauc",0.6757894038669273
"Temporal validation cohort","IDHmut-intact",62,"CR-ViT","iauc",0.7834875446404942
"Temporal validation cohort","IDHmut-intact",63,"CR-ViT","iauc",0.7343221918101235
"Temporal validation cohort","IDHmut-intact",64,"CR-ViT","iauc",0.7614770674967646
"Temporal validation cohort","IDHmut-intact",65,"CR-ViT","iauc",0.8127849072029266
"Temporal validation cohort","IDHmut-intact",66,"CR-ViT","iauc",0.7776422299011903
"Temporal validation cohort","IDHmut-intact",67,"CR-ViT","iauc",0.6653013752851469
"Temporal validation cohort","IDHmut-intact",68,"CR-ViT","iauc",0.7183612431165414
"Temporal validation cohort","IDHmut-intact",69,"CR-ViT","iauc",0.7510017964933852
"Temporal validation cohort","IDHmut-intact",70,"CR-ViT","iauc",0.7407382946379869
"Temporal validation cohort","IDHmut-intact",71,"CR-ViT","iauc",0.7190931706071918
